/25/2018  4:01:52.529 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join

11/25/2018  5:27:42.847 Submitted wifi awd metric <0x9000e> with no error
11/25/2018  5:27:42.848 WiFiDeviceIsChannelSupportedForRanging: channel 0 is supported for ranging, suggested channel 0
11/25/2018  5:27:42.848 WiFiDeviceIsMultipleChannelRangingSupported: multiple channel ranging is supported
11/25/2018  5:27:42.852 WiFiDeviceIsSWCorrectionRequiredForRanging: SW correction is not needed for ranging on this device
11/25/2018  5:27:42.852 __WiFiDeviceManagerAwdlAvailableCallback: AWDL availability changed to TRUE
11/25/2018  5:27:42.852 __WiFiDeviceProcessLinkEvent: isLinkDown 1
11/25/2018  5:27:42.852 __WiFiDeviceManagerRemoveMediaPlaybackStateObserver
11/25/2018  5:27:42.853 AJScan: Filtered networks - PhoneReset 
11/25/2018  5:27:42.853 __WiFiDeviceManagerStateMachineRun: current state: Idle
11/25/2018  5:27:42.853 __WiFiDeviceManagerIsGeotagged5GhzNetworkPresent: location is older than 120 secs
11/25/2018  5:27:42.853 Attempting multi-stage auto join mStageAutoJoinAttempts=0
11/25/2018  5:27:42.853 __WiFiDeviceManagerScanPreviousNetworkChannel: latitude=+29.756356, longitude=-98.692623 Accuracy=65.000000  timeIntervalSinceNow=563.423851secs source=WiFi
11/25/2018  5:27:42.853 freshness 60.000000secs location_age 563.423903secs, lifeSpan 5.563582, accuracy 65.000000m req_accuracy 165.000000m ==> isLocationValid 0
11/25/2018  5:27:42.853 __WiFiDeviceManagerScanPreviousNetworkChannel: isValid 0
11/25/2018  5:27:42.854 multi-stage auto-join: Scanning for previous network PhoneReset on channel 1
11/25/2018  5:27:42.854 Performing auto-join broadcast scan with a modified dwell time of 110ms on channels: 1 
11/25/2018  5:27:42.854 AJScan: Scan-{PrevChannel Inactive FullReset Link}  Expecting-[0NW, 0Hid, 0HS20, 0HS] @ {stationary, 29.756, -98.693, 65.0m, -563.4secs}]
11/25/2018  5:27:42.854 Enqueuing command type: "Scan" pending commands: 1
11/25/2018  5:27:42.856 __WiFiDeviceManagerSetInterfaceRank: setting interface rank kSCNetworkServicePrimaryRankDefault
11/25/2018  5:27:42.858 __WiFiDeviceManagerLQMEventCallback: null ccaNumRef
11/25/2018  5:27:42.858 __WiFiDeviceManagerLQMEventCallback: null snrNumRef
11/25/2018  5:27:42.861 Submitted wifi awd metric <0x90009> with no error
11/25/2018  5:27:42.861 Link went down: isInVoluntary 0, reason Unknown(4), subreason 8, rssi -58
11/25/2018  5:27:42.861 __WiFiDeviceResetCCAHistory
11/25/2018  5:27:42.861 __WiFiDeviceResetRssiHistory
11/25/2018  5:27:42.861 WiFiNetworkGetSSID: null network ref
11/25/2018  5:27:42.862 __WiFiManagerGeoTagNetworkIfApplicable: network: (null), isWiFiNetworkWaitingToBeGeoTagged 0
11/25/2018  5:27:42.862 -[WiFiIDSSyncEngine currentNetworkChanged]: <0x16fdd3000>, role 1, currentNetwork (null)
11/25/2018  5:27:42.862 -[WiFiIDSSyncEngine currentNetworkChanged]: adjusted waitForReAssociationTimer <CFRunLoopTimer 0x1006862c0 [0x1b45cf538]>{valid = Yes, firing = No, interval = 879900215, tolerance = 0, next fire date = 564838093 (29.999951 @ 294727578210), callout = (NSTimer) [WiFiIDSSyncEngine companionReAssociationWaitTimerFired:] (0x1829e737c / 0x10030b890) (/usr/sbin/wifid), context = <CFRunLoopTimer context 0x10068bb90>}
11/25/2018  5:27:42.863 Total connection time to PhoneReset 1543028252.937993
11/25/2018  5:27:42.866 __WiFiManagerPreferencesCallback: <thread 0x16fdd3000>, 2
11/25/2018  5:27:42.867 WiFiLoggingSetLogFile: Current log file: (null), new log file: (null), class C file: NO
11/25/2018  5:27:42.867 __WiFiManagerDeviceManagerApplier: set policies (null)
11/25/2018  5:27:42.867 WiFiDeviceSetWapiEnabled: Set WAPI DISABLED
11/25/2018  5:27:42.868 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/25/2018  5:27:42.868 WiFiDeviceManagerSetNetworks: Apple Store is disabled until first user join
11/25/2018  5:27:42.868 Auto association attempt canceled because auto join state is Scanning Previous Network Channel.
11/25/2018  5:27:42.868 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  5:27:42.868 __WiFiManagerCheckSCCleanUpScheduling: Already Unscheduled
11/25/2018  5:27:42.871 WiFiMetricsManagerMetricQueryCallback: <Thread 1876766720> <0x90027>
11/25/2018  5:27:42.871 __WiFiAWDManagerPrepareLastSSIDInfoMetric: submitting lastSSIDAttemptedStr:PhoneReset, 
11/25/2018  5:27:42.871 __WiFiAWDManagerPrepareLastSSIDInfoMetric: submitting lastSSIDConnectedToStr:PhoneReset
11/25/2018  5:27:42.871 Submitted wifi awd metric <0x90027> with no error
11/25/2018  5:27:42.872 WiFiMetricsManagerMetricQueryCallback: <Thread 1876766720> <0x90027>
11/25/2018  5:27:42.872 __WiFiAWDManagerPrepareLastSSIDInfoMetric: submitting lastSSIDAttemptedStr:PhoneReset, 
11/25/2018  5:27:42.872 __WiFiAWDManagerPrepareLastSSIDInfoMetric: submitting lastSSIDConnectedToStr:PhoneReset
11/25/2018  5:27:42.872 Submitted wifi awd metric <0x90027> with no error
11/25/2018  5:27:42.881 __WiFiManagerPreferencesCallback: <thread 0x16fdd3000>, 3
11/25/2018  5:27:42.882 WiFiLoggingSetLogFile: Current log file: (null), new log file: (null), class C file: NO
11/25/2018  5:27:42.882 __WiFiManagerDeviceManagerApplier: set policies (null)
11/25/2018  5:27:42.882 WiFiDeviceSetWapiEnabled: Set WAPI DISABLED
11/25/2018  5:27:42.883 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/25/2018  5:27:42.883 WiFiDeviceManagerSetNetworks: Apple Store is disabled until first user join
11/25/2018  5:27:42.883 Auto association attempt canceled because auto join state is Scanning Previous Network Channel.
11/25/2018  5:27:42.884 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  5:27:42.884 __WiFiManagerCheckSCCleanUpScheduling: Already Unscheduled
11/25/2018  5:27:42.885 WiFiManagerStoreLeakyAPData: updated LEAKY_AP_LEARNED_DATA for network PhoneReset - 0:14:d1:af:39:70
11/25/2018  5:27:42.887 __WiFiManagerPreferencesCallback: <thread 0x16fdd3000>, 2
11/25/2018  5:27:42.888 WiFiLoggingSetLogFile: Current log file: (null), new log file: (null), class C file: NO
11/25/2018  5:27:42.888 __WiFiManagerDeviceManagerApplier: set policies (null)
11/25/2018  5:27:42.888 WiFiDeviceSetWapiEnabled: Set WAPI DISABLED
11/25/2018  5:27:42.889 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/25/2018  5:27:42.889 WiFiDeviceManagerSetNetworks: Apple Store is disabled until first user join
11/25/2018  5:27:42.889 Auto association attempt canceled because auto join state is Scanning Previous Network Channel.
11/25/2018  5:27:42.889 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  5:27:42.889 __WiFiManagerCheckSCCleanUpScheduling: Already Unscheduled
11/25/2018  5:27:42.899 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  5:27:42.900 Power stats update: Type 0x4 UnassociatedSleepDur 33626 AssociatedSleepDur 4 TotalDur 34643 RoamDur 0
11/25/2018  5:27:42.900 locationd requesting addition of BGScan networks.
11/25/2018  5:27:42.900 Preparing background scan request for "PhoneReset" "60:c5:47:4f:51:1d ~ EN" "60:c5:47:4d:cd:6f ~ EN" "60:c5:47:4f:51:1c ~ EN" on channels: 1 6 11 Background Scan Caching is Enabled
11/25/2018  5:27:42.902 Submitted wifi awd metric <0x90010> with no error
11/25/2018  5:27:42.910 WiFiDeviceRequestAssociatedSleep: ActiveDuringSleepRequested is already removed ((null)).
11/25/2018  5:27:42.910 __WiFiDeviceCopyLinkChangedSubReasonString: Apple80211ReturnToString failed 1
11/25/2018  5:27:42.910 __WiFiDeviceProcessDriverAvailableEvent: driver availability:true, reason:Initializing(0xe0821803), subreason:(null)(0x0) 

11/25/2018  5:27:42.910 __WiFiDeviceProcessDriverAvailableEvent: driver programCounter:(0x0),  linkRegister:(0x0), fileName: lineNumber:(0) functionName: 

11/25/2018  5:27:42.910 __WiFiDeviceProcessDriverAvailableEvent No watch dog extended info flags set for this availability report
11/25/2018  5:27:42.910 __WiFiManagerDispatchDeviceAvailable: driver availability true

11/25/2018  5:27:42.911 -[WiFiSoftErrorManager wifiSoftErrorEventHandler:eventType:eventData:]: eventType received:10 eventName:WiFiSoftErrorEventDriverAvailable
11/25/2018  5:27:42.911 -[WiFiSoftErrorManager supressEventDetectionProcesssing:deviceContext:]: Invalid SoftErrorEvent:10
11/25/2018  5:27:42.911 -[WiFiSoftErrorManager supressEventDetectionProcesssing:deviceContext:]: ErrorDetection to be filtered:0 for event:10
11/25/2018  5:27:42.911 -[WiFiSoftErrorManager wifiSoftErrorEventHandler:eventType:eventData:]: eventType:(10) Unknown
11/25/2018  5:27:42.911 Auto association attempt canceled because auto join state is Scanning Previous Network Channel.
11/25/2018  5:27:42.911 __WiFiAWDManagerPrepareWatchdogMetric: WatchdogMetric : reason(Initializing) functionName() fileName() 

11/25/2018  5:27:42.911 Submitted wifi awd metric <0x9000e> with no error
11/25/2018  5:27:42.915 Auto association attempt canceled because auto join state is Scanning Previous Network Channel.
11/25/2018  5:27:42.915 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  5:27:42.918 Completed Apple80211ScanAsync on en0 (0x0)
11/25/2018  5:27:42.919 __WiFiDeviceProcessScanDoneEvent: Filtering WAPI networks
11/25/2018  5:27:42.919 __WiFiDeviceCreateFilteredScanResults: rssiThresh 0, doTrimming 0, scanResults count: 6, trimmedScanResults count: 6, filteredScanResults count: 6 
11/25/2018  5:27:42.919 __WiFiDeviceAddScanCacheEntry: 2 scan cache entries exist. Creating a scan cache entry with 6 scanResults
11/25/2018  5:27:42.919 __WiFiDeviceUpdateCache: maxAge: 14 seconds, cache entries before update: 3, cache entries after update: 1 
11/25/2018  5:27:42.919 Auto join scan completed (0) with current state: Scanning Previous Network Channel
11/25/2018  5:27:42.919 Ignorning old request.  CurrentCommand=936 PendingCommand=937
11/25/2018  5:27:42.919 Dequeuing command type: "Scan" pending commands: 0
11/25/2018  5:27:42.919 Attempting Apple80211ScanAsync on en0
11/25/2018  5:27:42.919 __WiFiDeviceCopyPreparedScanResults: maxAge 0 seconds, numCacheEntries: 0, cacheEntryUsable 0, cacheUsable 0, scanResultsFound 0, scanResults count: 0, scanChannelSet count: 0 
11/25/2018  5:27:42.919 __WiFiDeviceCopyPreparedScanResults: network records count: 0 
11/25/2018  5:27:42.952 IPV4 State change for en0
11/25/2018  5:27:42.957 IPv4 Primary interface is (null) and IPv6 Primary Interface is (null)
11/25/2018  5:27:42.959 __WiFiManagerPreferencesCallback: <thread 0x16fdd3000>, 3
11/25/2018  5:27:42.959 WiFiLoggingSetLogFile: Current log file: (null), new log file: (null), class C file: NO
11/25/2018  5:27:42.960 __WiFiManagerDeviceManagerApplier: set policies (null)
11/25/2018  5:27:42.960 WiFiDeviceSetWapiEnabled: Set WAPI DISABLED
11/25/2018  5:27:42.961 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/25/2018  5:27:42.961 WiFiDeviceManagerSetNetworks: Apple Store is disabled until first user join
11/25/2018  5:27:42.961 Auto association attempt canceled because auto join state is Scanning Previous Network Channel.
11/25/2018  5:27:42.961 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  5:27:42.961 __WiFiManagerCheckSCCleanUpScheduling: Already Unscheduled
11/25/2018  5:27:42.966 Disable WoW requested by "mediaserverd"
11/25/2018  5:27:42.968 MIS state is Disabled
11/25/2018  5:27:42.968 MIS state queried by "UserEventAgent" is Disable
11/25/2018  5:27:42.968 MIS state is Disabled
11/25/2018  5:27:42.968 MIS state queried by "apsd" is Disable
11/25/2018  5:27:42.969 MIS state is Disabled
11/25/2018  5:27:42.969 MIS state queried by "locationd" is Disable
11/25/2018  5:27:42.969 MIS state is Disabled
11/25/2018  5:27:42.969 MIS state queried by "imagent" is Disable
11/25/2018  5:27:42.969 MIS state is Disabled
11/25/2018  5:27:42.969 MIS state queried by "CommCenter" is Disable
11/25/2018  5:27:42.969 MIS state is Disabled
11/25/2018  5:27:42.969 MIS state queried by "mediaserverd" is Disable
11/25/2018  5:27:42.969 MIS state is Disabled
11/25/2018  5:27:42.969 MIS state queried by "identityservices" is Disable
11/25/2018  5:27:42.970 MIS state is Disabled
11/25/2018  5:27:42.970 MIS state queried by "SpringBoard" is Disable
11/25/2018  5:27:42.970 WiFiManagerGetUserAutoJoinState: user auto join state 1
11/25/2018  5:27:42.970 User auto join state queried by "SpringBoard" is Enable
11/25/2018  5:27:42.970 age diff 563.521659, accuracy diff 0.000000
11/25/2018  5:27:42.970 didUpdateLocations: latitude=+29.756330, longitude=-98.692617 Accuracy=65.000000  timeIntervalSinceNow=0.019253secs source=WiFi
11/25/2018  5:27:42.979 MIS state is Disabled
11/25/2018  5:27:42.979 MIS state queried by "nanoregistryd" is Disable
11/25/2018  5:27:42.979 MIS state is Disabled
11/25/2018  5:27:42.979 MIS state queried by "callservicesd" is Disable
11/25/2018  5:27:42.981 MIS state is Disabled
11/25/2018  5:27:42.982 MIS state queried by "calaccessd" is Disable
11/25/2018  5:27:42.995 apsd[106] is a wow client
11/25/2018  5:27:42.995 WoW is Enabled, 1 WoW Clients
11/25/2018  5:27:42.998 apsd[106] is a wow client
11/25/2018  5:27:42.998 WoW is Enabled, 1 WoW Clients
11/25/2018  5:27:43.087 Completed Apple80211ScanAsync on en0 (0x0)
11/25/2018  5:27:43.087 __WiFiDeviceProcessScanDoneEvent: Filtering WAPI networks
11/25/2018  5:27:43.088 __WiFiDeviceCreateFilteredScanResults: rssiThresh 0, doTrimming 0, scanResults count: 7, trimmedScanResults count: 7, filteredScanResults count: 7 
11/25/2018  5:27:43.088 __WiFiDeviceAddScanCacheEntry: 1 scan cache entries exist. Creating a scan cache entry with 7 scanResults
11/25/2018  5:27:43.088 __WiFiDeviceUpdateCache: maxAge: 14 seconds, cache entries before update: 2, cache entries after update: 2 
11/25/2018  5:27:43.089 Auto join scan completed (0) with current state: Scanning Previous Network Channel
11/25/2018  5:27:43.089 __WiFiDeviceManagerStateMachineRun: current state: Scanning Previous Network Channel
11/25/2018  5:27:43.089 __WiFiDeviceManagerProcessMultiStageScanResults: current state: Scanning Previous Network Channel
11/25/2018  5:27:43.089 Scanning Previous Network Channel found: , , Vault, PhoneReset, Guest, , Mannapov
11/25/2018  5:27:43.089 WiFiNetworkGetSSID: null network ref
11/25/2018  5:27:43.089 __WiFiDeviceManagerProcessMultiStageScanResults: scanned# 7, known# 1, isHS20AccountConfigured 0, topRankedKnownNetwork (null)
11/25/2018  5:27:43.089 WiFiNetworkSetDisabledUntilDate: null disabled until date, removing property
11/25/2018  5:27:43.089 WiFiNetworkSetDisabledUntilDate: null disabled until date, removing property
11/25/2018  5:27:43.089 __WiFiDeviceManagerPrepareCandidates: current state: Scanning Previous Network Channel 
11/25/2018  5:27:43.089 Attempting auto-join for networks in following order: PhoneReset(1), 
11/25/2018  5:27:43.089 Autojoin is processing network 1 of 1 candidates
11/25/2018  5:27:43.089 Attempting auto join association of PhoneReset
11/25/2018  5:27:43.089 Calling OneStats function [AssocStart] here: __WiFiDeviceManagerAssociateCandidate
11/25/2018  5:27:43.089 WiFiMetricsOneStatsRecordAssocStats: OneStats is NOT Configured! No-op here- Returning!
11/25/2018  5:27:43.089 Enqueuing command type: "Association" pending commands: 1
11/25/2018  5:27:43.091 Dequeuing command type: "Association" pending commands: 0
11/25/2018  5:27:43.091 Attempting Apple80211AssociateAsync
11/25/2018  5:27:43.136 __WiFiDeviceRecordLastSSIDInfo: network:PhoneReset assocSuccess:0 
11/25/2018  5:27:43.198 __WiFiDeviceProcessLinkEvent: isLinkDown 0
11/25/2018  5:27:43.200 +[RootNetwork(CustomMethods) getRootNetworkMatchingWiFiNetwork:fromMOC:]: fetch result# 1, error (null)
11/25/2018  5:27:43.200 __WiFiDeviceManagerAddMediaPlaybackStateObserver, isCarplay 0, user forced 0
11/25/2018  5:27:43.200 __WiFiDeviceManagerNowPlayingStateDidChange: Reading Initial State
11/25/2018  5:27:43.203 __WiFiDeviceManagerSetInterfaceRank: setting interface rank kSCNetworkServicePrimaryRankDefault
11/25/2018  5:27:43.203 __WiFiDeviceManagerNowPlayingStateDidChange_block_invoke: Unknown
11/25/2018  5:27:43.204 WiFiNetworkIsEdgeBss: 0:14:d1:af:39:70 - no - {bcnloss:0 trgDisc:0}
11/25/2018  5:27:43.204 Detected multiAP environment for PhoneReset
11/25/2018  5:27:43.204 __WiFiDeviceManagerEvaluateAPEnvironment: Getting AP environment for PhoneReset. Learning period 259200 secs Expiry period 2592000 secs
11/25/2018  5:27:43.204 __WiFiDeviceManagerEvaluateAPEnvironment: AP environment is 4 for PhoneReset(0:14:d1:af:39:70)
11/25/2018  5:27:43.204 WiFiDeviceSetRoamParams: setting roam profile to type 3
11/25/2018  5:27:43.210 __WiFiDeviceManagerEvaluateAPEnvironment: Getting AP environment for PhoneReset. Learning period 259200 secs Expiry period 2592000 secs
11/25/2018  5:27:43.210 __WiFiDeviceManagerEvaluateAPEnvironment: AP environment is 4 for PhoneReset(0:14:d1:af:39:70)
11/25/2018  5:27:43.210 __WiFiLQAMgrSetCurrentNetwork: Joined SSID: PhoneReset BSSID: 0:14:d1:af:39:70 RSSI: -58 Chan: 1 ApEnv: 4
11/25/2018  5:27:43.211 __WiFiDeviceResetCCAHistory
11/25/2018  5:27:43.212 __WiFiDeviceResetRssiHistory
11/25/2018  5:27:43.212 __WiFiLQAMgrLogStats(stationary): Rssi: -58 Cca: 0 TxPer: 0.0% (0) BcnPer: 0.0% (0, 90.0%) RxFrms 0 RxRetryFrames: 0 TxRate: 0 RxRate: 0 FBRate: 0 TxFwFrms: 0 TxFwFail:0 TxReTrans: 0 time: 298780.3secs
11/25/2018  5:27:43.212 __WiFiDeviceManagerLQMEventCallback: null ccaNumRef
11/25/2018  5:27:43.212 _CFPropertyListCreateBinaryData: CFPropertyListCreateWithData returned with error Error Domain=NSCocoaErrorDomain Code=3851 "Property list invalid for format: 200 (property lists cannot contain objects of type 'WiFiNetwork')" UserInfo={NSDebugDescription=Property list invalid for format: 200 (property lists cannot contain objects of type 'WiFiNetwork')}
11/25/2018  5:27:43.213 __WiFiDeviceProcessLinkEvent: Initializing lqm value: rawRssi -58, scaledRssi 0.838377, noise -93, snr 35
11/25/2018  5:27:43.214 __WiFiMetricsManagerPrepareLinkChangeNetworkParams: OUI:00:14:d1 Channel:1(20MHz) Flags:0x82 PhyMode:0x10 Security:0x0 WPA:[Prot:0x0 McastCipher:0x0 UcastCipher:0x0 AKM:0x0 Caps:0x0] HT:[Info:0x11ee AMPDU:0x17 TXBF:0x0 Ext:0xc00 ASEL:0x0] VHT:[Info:0x0]
11/25/2018  5:27:43.214 Submitted wifi awd metric <0x90009> with no error
11/25/2018  5:27:43.214 __WiFiManagerGeoTagNetworkIfApplicable: network: PhoneReset, isWiFiNetworkWaitingToBeGeoTagged 0
11/25/2018  5:27:43.214 __WiFiManagerGeoTagNetwork: PhoneReset
11/25/2018  5:27:43.214 __WiFiManagerGeoTagNetwork: latitude=+29.756330, longitude=-98.692617 Accuracy=65.000000  timeIntervalSinceNow=0.262836secs source=WiFi
11/25/2018  5:27:43.214 freshness 60.000000secs location_age 0.262873secs, lifeSpan 9.000000, accuracy 65.000000m req_accuracy 165.000000m ==> isLocationValid 1
11/25/2018  5:27:43.214 __WiFiManagerGeoTagNetwork: isValid 1
11/25/2018  5:27:43.214 __WiFiManagerUpdateCurrentNetworkWithNewLocation: GEOTAG PhoneReset 
11/25/2018  5:27:43.214 -[WiFiNetworkStoreController setGeoTag:forNetwork:]: PhoneReset[0:14:d1:af:39:70], auth 0, wifiBand 1, 29.756330,-98.692617
11/25/2018  5:27:43.214 __WiFiManagerGeoTagNetwork: LEECHED_LOC_STAT_HIGH_ACCURACY_GEOTAG: GOOD 242, BAD 14
11/25/2018  5:27:43.215 +[RootNetwork(CustomMethods) getRootNetworkMatchingWiFiNetwork:fromMOC:]: fetch result# 1, error (null)
11/25/2018  5:27:43.215 -[WiFiNetworkStoreController setGeoTag:forNetwork:]_block_invoke: existing geotags#1 for PhoneReset
11/25/2018  5:27:43.215 -[WiFiNetworkStoreController setGeoTag:forNetwork:]_block_invoke: did match existing geotag?: YES
11/25/2018  5:27:43.215 -[WiFiNetworkStoreController setGeoTag:forNetwork:]_block_invoke: update the geotag with latest loc
11/25/2018  5:27:43.215 -[WiFiNetworkStoreController mocDidSaveNotification:]: <Thread: 0x16ff77000>
11/25/2018  5:27:43.215 -[WiFiNetworkStoreController saveChildContext]: <Thread: 0x16ff77000> saved !!
11/25/2018  5:27:43.215 -[WiFiNetworkStoreController setGeoTag:forNetwork:]_block_invoke: COREDATA OPERATION TIME 1.330018 ms
11/25/2018  5:27:43.216 -[WiFiNetworkStoreController saveMainContext]: <Thread: 0x16ff77000> saved !!
11/25/2018  5:27:43.218 __WiFiDeviceManagerAttemptNetworkTransition: latitude=+29.756330, longitude=-98.692617 Accuracy=65.000000  timeIntervalSinceNow=0.266635secs source=WiFi
11/25/2018  5:27:43.218 freshness 60.000000secs location_age 0.266677secs, lifeSpan 9.000000, accuracy 65.000000m req_accuracy 165.000000m ==> isLocationValid 1
11/25/2018  5:27:43.218 __WiFiDeviceManagerAttemptNetworkTransition: isLocValid 1
11/25/2018  5:27:43.218 __WiFiDeviceManagerAttemptNetworkTransition: did not try location based logic last time we auto joined
11/25/2018  5:27:43.218 +[RootNetwork(CustomMethods) getAllRootNetworksCountFromMOC:]_block_invoke: error (null), rootNetworksCount 1
11/25/2018  5:27:43.219 +[GeoTag(CustomMethods) getAllGeoTagsFromMOC:]: fetch result# 1, error (null)
11/25/2018  5:27:43.219 -[WiFiNetworkStoreController copyScoreSortedNetworksAvailableAtLocation:]_block_invoke: created network PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1
11/25/2018  5:27:43.219 __WiFiDeviceManagerAttemptNetworkTransition: total time to get location based networks 1.132011ms
11/25/2018  5:27:43.219 __WiFiDeviceManagerAttemptNetworkTransition: score sorted networks (
    "PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1"
)
11/25/2018  5:27:43.219 __WiFiDeviceManagerTransitionToNetwork: topNetwork: PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1, current: PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1
11/25/2018  5:27:43.219 __WiFiDeviceManagerTransitionToNetwork: no need for transition...
11/25/2018  5:27:43.219 WiFiMetricsManagerSubmitNetworkTransitionSessionRecordsMetric: interface en0 has 5 network transition sessions to submit...
11/25/2018  5:27:43.219 __WiFiManagerDeviceLinkCallback_block_invoke: Setting LeakyAP info
11/25/2018  5:27:43.220 WiFiMetricsManagerMetricQueryCallback: <Thread 1876766720> <0x90027>
11/25/2018  5:27:43.220 __WiFiAWDManagerPrepareLastSSIDInfoMetric: submitting lastSSIDAttemptedStr:PhoneReset, 
11/25/2018  5:27:43.220 __WiFiAWDManagerPrepareLastSSIDInfoMetric: submitting lastSSIDConnectedToStr:PhoneReset
11/25/2018  5:27:43.220 WiFiMetricsManagerMetricQueryCallback: <Thread 1876766720> <0x90027>
11/25/2018  5:27:43.220 __WiFiAWDManagerPrepareLastSSIDInfoMetric: submitting lastSSIDAttemptedStr:PhoneReset, 
11/25/2018  5:27:43.220 __WiFiAWDManagerPrepareLastSSIDInfoMetric: submitting lastSSIDConnectedToStr:PhoneReset
11/25/2018  5:27:43.220 Creating client for "configd"
11/25/2018  5:27:43.220 Submitted wifi awd metric <0x9004f> with no error
11/25/2018  5:27:43.220 Submitted wifi awd metric <0x90027> with no error
11/25/2018  5:27:43.220 Submitted wifi awd metric <0x90027> with no error
11/25/2018  5:27:43.221 __WiFiDeviceCheckForIPRenewalWakeupSupport: State:/Network/Interface/en0/ActiveDuringSleepSupported = TRUE
11/25/2018  5:27:43.232 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  5:27:43.232 locationd requesting removal of BGScan networks
11/25/2018  5:27:43.232 Preparing background scan request for "PhoneReset" Background Scan Caching is Enabled
11/25/2018  5:27:43.239 WiFiDeviceRequestAssociatedSleep: ActiveDuringSleepRequested is already set (<CFBasicHash 0x100681920 [0x1b45cf538]>{type = immutable dict, count = 0,
entries =>
}
).
11/25/2018  5:27:43.260 Disable WoW requested by "mediaserverd"
11/25/2018  5:27:43.264 MIS state is Disabled
11/25/2018  5:27:43.264 MIS state queried by "CommCenter" is Disable
11/25/2018  5:27:43.265 MIS state is Disabled
11/25/2018  5:27:43.265 MIS state queried by "apsd" is Disable
11/25/2018  5:27:43.265 MIS state is Disabled
11/25/2018  5:27:43.265 MIS state queried by "locationd" is Disable
11/25/2018  5:27:43.266 configd requesting removal of BGScan networks
11/25/2018  5:27:43.266 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  5:27:43.266 __WiFiManagerSetEnableState: state TRUE, manager->enable.setting TRUE, manager->unlockedSinceBoot TRUE
11/25/2018  5:27:43.266 Removing client for "configd"
11/25/2018  5:27:43.267 MIS state is Disabled
11/25/2018  5:27:43.267 MIS state queried by "imagent" is Disable
11/25/2018  5:27:43.272 MIS state is Disabled
11/25/2018  5:27:43.273 MIS state queried by "mediaserverd" is Disable
11/25/2018  5:27:43.273 MIS state is Disabled
11/25/2018  5:27:43.273 MIS state queried by "identityservices" is Disable
11/25/2018  5:27:43.275 IPV4 State change for en0
11/25/2018  5:27:43.275 IP Address: 10.0.2.36
11/25/2018  5:27:43.275 Router IP Address: 10.0.0.1
11/25/2018  5:27:43.275 Default Gateway IP Address: 10.0.0.1
11/25/2018  5:27:43.275 __WiFiDeviceCheckForIPV4ParamsChange: Setting power mode to kA11PowerProfileDefault
11/25/2018  5:27:43.275 __WiFiDeviceManagerRouterIpv4Callback: Disabling critical phase
11/25/2018  5:27:43.275 __WiFiManagerIPv4Callback: <en0> [PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1] isMainIf? 1, isRoutable? 1
11/25/2018  5:27:43.276 -[WiFiIDSSyncEngine currentNetworkChanged]: <0x16fdd3000>, role 1, currentNetwork PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1
11/25/2018  5:27:43.276 -[WiFiIDSSyncEngine currentNetworkChanged]: reset waitForReAssociationTimer <CFRunLoopTimer 0x1006862c0 [0x1b45cf538]>{valid = Yes, firing = No, interval = 879900215, tolerance = 0, next fire date = 1.44503613e+09 (880198063 @ 12118163585510135), callout = (NSTimer) [WiFiIDSSyncEngine companionReAssociationWaitTimerFired:] (0x1829e737c / 0x10030b890) (/usr/sbin/wifid), context = <CFRunLoopTimer context 0x10068bb90>}
11/25/2018  5:27:43.276 -[WiFiIDSSyncEngine sendCurrentCompanionNetwork]: autojoinAssistDict {
    "ISO_CC_CODE" = US;
    "SSID_STR" = PhoneReset;
}
11/25/2018  5:27:43.277 -[WiFiIDSSyncEngine sendToGizmoOfDataType:]: <0x16ff77000> ID:(null), data type 1
11/25/2018  5:27:43.279 __WiFiDeviceCheckForIPV4ParamsChange: configMethod DHCP, leaseExpiryDuration 10 mins
11/25/2018  5:27:43.279 Router MAC Address: c0:ea:e4:9e:73:5a
